variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,n_runs
100,35.146561,0.051304,0.204102,0.000000,1.000000,0.000000,30
1000,353.275382,0.273970,0.204102,0.000000,1.000000,0.000000,30
10000,3545.352156,4.236624,0.204102,0.000000,1.000000,0.000000,30
100000,35342.830830,48.404308,0.204102,0.000000,1.000000,0.000000,30
