scheme,experiment,variable_value,run_id,primary_metric,secondary_metric_1,secondary_metric_2,secondary_metric_3,status
guo_vdsse,exp2,1000000,1,387662.161696,56528,28264,0.008385,ok
guo_vdsse,exp2,1000000,2,125117.766817,43328,21664,0.021464,ok
guo_vdsse,exp2,1000000,3,177873.710471,41682,20841,4.8e-05,ok
guo_vdsse,exp2,1000000,4,870216.549214,122956,61478,0.019666,ok
guo_vdsse,exp2,1000000,5,231532.790234,37676,18838,0.005786,ok
guo_vdsse,exp2,1000000,6,14951.517553,20054,10027,1.0,ok
guo_vdsse,exp2,1000000,7,846176.169191,133830,66915,0.005335,ok
guo_vdsse,exp2,1000000,8,564054.020011,417218,208609,1.0,ok
guo_vdsse,exp2,1000000,9,147081.839959,36104,18052,0.001219,ok
guo_vdsse,exp2,1000000,10,697449.323835,108802,54401,0.001415,ok
guo_vdsse,exp2,1000000,11,14987.857824,20054,10027,1.0,ok
guo_vdsse,exp2,1000000,12,3652.910240,1220,610,0.244262,ok
guo_vdsse,exp2,1000000,13,313154.125870,208858,104429,0.498655,ok
guo_vdsse,exp2,1000000,14,17594.868090,5512,2756,0.019231,ok
guo_vdsse,exp2,1000000,15,156883.469821,38678,19339,0.003878,ok
guo_vdsse,exp2,1000000,16,1350640.050789,205650,102825,0.092944,ok
guo_vdsse,exp2,1000000,17,83268.960874,12844,6422,0.009031,ok
guo_vdsse,exp2,1000000,18,119621.262038,60066,30033,1.0,ok
guo_vdsse,exp2,1000000,19,8670.568091,5864,2932,0.838677,ok
guo_vdsse,exp2,1000000,20,266845.940188,42488,21244,0.033892,ok
guo_vdsse,exp2,1000000,21,9349.203810,11874,5937,1.0,ok
guo_vdsse,exp2,1000000,22,103701.241684,18326,9163,0.000655,ok
guo_vdsse,exp2,1000000,23,54482.544247,8918,4459,0.063019,ok
guo_vdsse,exp2,1000000,24,865901.292091,134196,67098,0.006036,ok
guo_vdsse,exp2,1000000,25,149275.958512,36660,18330,0.015821,ok
guo_vdsse,exp2,1000000,26,473219.080649,70682,35341,0.014091,ok
guo_vdsse,exp2,1000000,27,741001.237239,107578,53789,0.007399,ok
guo_vdsse,exp2,1000000,28,1313323.380582,187018,93509,0.15868,ok
guo_vdsse,exp2,1000000,29,1157851.962518,173076,86538,0.001375,ok
guo_vdsse,exp2,1000000,30,561072.232079,208609,0,1.0,ok
