variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,secondary_3_mean,secondary_3_ci95,secondary_4_mean,secondary_4_ci95,n_runs
1,0.051758,0.000643,8.000000,0.000000,1.000000,0.000000,8.000000,0.000000,256.000000,0.000000,10
5,0.269703,0.023322,40.000000,0.000000,5.000000,0.000000,8.000000,0.000000,1280.000000,0.000000,10
10,0.507634,0.005775,80.000000,0.000000,10.000000,0.000000,8.000000,0.000000,2560.000000,0.000000,10
15,0.765864,0.004692,120.000000,0.000000,15.000000,0.000000,8.000000,0.000000,3840.000000,0.000000,10
20,0.997240,0.004555,160.000000,0.000000,20.000000,0.000000,8.000000,0.000000,5120.000000,0.000000,10
