variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,n_runs
100,9060.347864,127.519003,0.044639,0.001577,0.0,0.0,30
500,11111.134449,142.780191,0.031588,0.000857,0.0,0.0,30
1000,11288.57479,297.750688,0.029526,0.000717,0.0,0.0,30
2500,11826.665865,65.334408,0.027414,0.000151,0.0,0.0,30
5000,11812.971053,129.113645,0.026885,0.000172,0.0,0.0,30
