lambda_1_auth,lambda_2_index,lambda_3_verify,lambda_4_sync,lambda_5_queue,throughput_queries_per_second,fsn_utilization_stddev
0.1,0.3,0.3,0.2,0.1,10763.2697,0.080176
0.1,0.3,0.3,0.3,0.0,10819.6513,0.069636
0.1,0.3,0.4,0.0,0.2,10957.4055,0.071177
0.1,0.3,0.4,0.1,0.1,11306.3082,0.0812
0.1,0.3,0.4,0.2,0.0,10500.876,0.077621
0.1,0.3,0.5,0.0,0.1,10853.5009,0.073046
0.1,0.3,0.5,0.1,0.0,10854.3773,0.075217
0.1,0.3,0.6,0.0,0.0,10709.9681,0.078789
0.1,0.4,0.0,0.0,0.5,10846.1399,0.081933
0.1,0.4,0.0,0.1,0.4,10903.2575,0.082338
0.1,0.4,0.0,0.2,0.3,10932.9394,0.085162
0.1,0.4,0.0,0.3,0.2,10999.2016,0.082773
0.1,0.4,0.0,0.4,0.1,10891.0075,0.084556
0.1,0.4,0.0,0.5,0.0,10947.1004,0.082034
0.1,0.4,0.1,0.0,0.4,11020.7763,0.072737
0.1,0.4,0.1,0.1,0.3,11258.7737,0.078673
0.1,0.4,0.1,0.2,0.2,10471.0726,0.066209
0.1,0.4,0.1,0.3,0.1,10440.8634,0.078176
0.1,0.4,0.1,0.4,0.0,10559.7636,0.063259
0.1,0.4,0.2,0.0,0.3,9777.9314,0.080887
0.1,0.4,0.2,0.1,0.2,10681.7579,0.079471
0.1,0.4,0.2,0.2,0.1,9676.9093,0.073615
0.1,0.4,0.2,0.3,0.0,11522.9915,0.070205
0.1,0.4,0.3,0.0,0.2,10460.3265,0.078585
0.1,0.4,0.3,0.1,0.1,10566.6347,0.070507
0.1,0.4,0.3,0.2,0.0,11186.099,0.075429
0.1,0.4,0.4,0.0,0.1,10321.4087,0.07899
0.1,0.4,0.4,0.1,0.0,9085.5395,0.068818
0.1,0.4,0.5,0.0,0.0,11019.7318,0.074616
0.1,0.5,0.0,0.0,0.4,10774.167,0.07991
0.1,0.5,0.0,0.1,0.3,10654.4257,0.081703
0.1,0.5,0.0,0.2,0.2,10742.851,0.081131
0.1,0.5,0.0,0.3,0.1,10913.6981,0.084559
0.1,0.5,0.0,0.4,0.0,10886.6004,0.084002
0.1,0.5,0.1,0.0,0.3,10768.969,0.075378
0.1,0.5,0.1,0.1,0.2,9943.1668,0.070367
0.1,0.5,0.1,0.2,0.1,10149.4733,0.070684
0.1,0.5,0.1,0.3,0.0,10693.5563,0.07573
0.1,0.5,0.2,0.0,0.2,10303.8396,0.070327
0.1,0.5,0.2,0.1,0.1,10718.0114,0.068317
0.1,0.5,0.2,0.2,0.0,10346.6061,0.0702
0.1,0.5,0.3,0.0,0.1,10419.4039,0.075626
0.1,0.5,0.3,0.1,0.0,10116.6214,0.072753
0.1,0.5,0.4,0.0,0.0,10960.2842,0.081518
0.1,0.6,0.0,0.0,0.3,10758.6401,0.083326
0.1,0.6,0.0,0.1,0.2,11049.9496,0.08374
0.1,0.6,0.0,0.2,0.1,10840.8029,0.084102
0.1,0.6,0.0,0.3,0.0,10841.4258,0.084087
0.1,0.6,0.1,0.0,0.2,11524.9065,0.071495
0.1,0.6,0.1,0.1,0.1,11086.6318,0.07202
0.1,0.6,0.1,0.2,0.0,10936.7131,0.0807
0.1,0.6,0.2,0.0,0.1,10218.5095,0.072448
0.1,0.6,0.2,0.1,0.0,10113.509,0.063913
0.1,0.6,0.3,0.0,0.0,10250.8653,0.066824
0.1,0.7,0.0,0.0,0.2,10868.815,0.084363
0.1,0.7,0.0,0.1,0.1,10943.6813,0.083833
0.1,0.7,0.0,0.2,0.0,10662.0129,0.080041
0.1,0.7,0.1,0.0,0.1,11101.2951,0.07785
0.1,0.7,0.1,0.1,0.0,10120.4014,0.07
0.1,0.7,0.2,0.0,0.0,10199.6656,0.066218
0.1,0.8,0.0,0.0,0.1,10739.3241,0.082269
0.1,0.8,0.0,0.1,0.0,10850.1081,0.081823
0.1,0.8,0.1,0.0,0.0,10991.881,0.077581
0.1,0.9,0.0,0.0,0.0,10917.5478,0.080814
0.2,0.0,0.0,0.0,0.8,10849.0887,0.082478
0.2,0.0,0.0,0.1,0.7,11019.104,0.084365
0.2,0.0,0.0,0.2,0.6,10951.595,0.078025
0.2,0.0,0.0,0.3,0.5,10830.3476,0.082688
0.2,0.0,0.0,0.4,0.4,10637.293,0.082311
0.2,0.0,0.0,0.5,0.3,10806.904,0.082667
0.2,0.0,0.0,0.6,0.2,10918.5372,0.082565
0.2,0.0,0.0,0.7,0.1,10792.1154,0.082433
0.2,0.0,0.0,0.8,0.0,10828.7807,0.085158
0.2,0.0,0.1,0.0,0.7,10693.642,0.074777
0.2,0.0,0.1,0.1,0.6,10977.9148,0.071212
0.2,0.0,0.1,0.2,0.5,9891.3925,0.066454
0.2,0.0,0.1,0.3,0.4,11061.5725,0.083649
0.2,0.0,0.1,0.4,0.3,10656.1594,0.082757
0.2,0.0,0.1,0.5,0.2,10167.6514,0.072744
0.2,0.0,0.1,0.6,0.1,10745.4044,0.064737
0.2,0.0,0.1,0.7,0.0,10959.6512,0.084608
0.2,0.0,0.2,0.0,0.6,10623.4713,0.084318
0.2,0.0,0.2,0.1,0.5,11014.4653,0.080036
0.2,0.0,0.2,0.2,0.4,10446.1247,0.068345
0.2,0.0,0.2,0.3,0.3,8798.6615,0.064947
0.2,0.0,0.2,0.4,0.2,10849.5207,0.077853
0.2,0.0,0.2,0.5,0.1,10296.6103,0.070891
0.2,0.0,0.2,0.6,0.0,9848.2154,0.068071
0.2,0.0,0.3,0.0,0.5,10699.151,0.079659
0.2,0.0,0.3,0.1,0.4,10848.359,0.077853
0.2,0.0,0.3,0.2,0.3,10913.7934,0.073803
0.2,0.0,0.3,0.3,0.2,11200.0244,0.068573
0.2,0.0,0.3,0.4,0.1,10739.4567,0.075324
0.2,0.0,0.3,0.5,0.0,10784.649,0.071213
0.2,0.0,0.4,0.0,0.4,10951.9945,0.078567
0.2,0.0,0.4,0.1,0.3,10509.463,0.081718
0.2,0.0,0.4,0.2,0.2,10315.1622,0.070388
0.2,0.0,0.4,0.3,0.1,10501.9491,0.082247
0.2,0.0,0.4,0.4,0.0,9812.0608,0.068138
0.2,0.0,0.5,0.0,0.3,10479.1124,0.070443
0.2,0.0,0.5,0.1,0.2,9688.8954,0.071025
0.2,0.0,0.5,0.2,0.1,11250.977,0.066897
0.2,0.0,0.5,0.3,0.0,10805.902,0.074165
0.2,0.0,0.6,0.0,0.2,10368.0889,0.065826
0.2,0.0,0.6,0.1,0.1,11040.9959,0.084103
0.2,0.0,0.6,0.2,0.0,11493.9424,0.073342
0.2,0.0,0.7,0.0,0.1,10272.1926,0.0703
0.2,0.0,0.7,0.1,0.0,10285.2988,0.071
0.2,0.0,0.8,0.0,0.0,10951.3792,0.078789
0.2,0.1,0.0,0.0,0.7,10955.5448,0.084734
0.2,0.1,0.0,0.1,0.6,10943.6705,0.082385
0.2,0.1,0.0,0.2,0.5,10671.6707,0.080325
0.2,0.1,0.0,0.3,0.4,10922.4357,0.084466
0.2,0.1,0.0,0.4,0.3,10884.548,0.081334
0.2,0.1,0.0,0.5,0.2,10844.4285,0.084944
0.2,0.1,0.0,0.6,0.1,10525.5679,0.082426
0.2,0.1,0.0,0.7,0.0,10745.3501,0.081749
0.2,0.1,0.1,0.0,0.6,10752.9009,0.069869
0.2,0.1,0.1,0.1,0.5,10401.2468,0.072577
0.2,0.1,0.1,0.2,0.4,10230.5527,0.078051
0.2,0.1,0.1,0.3,0.3,10943.3268,0.066303
0.2,0.1,0.1,0.4,0.2,10854.038,0.069485
0.2,0.1,0.1,0.5,0.1,10386.9244,0.08161
0.2,0.1,0.1,0.6,0.0,10810.9172,0.075921
0.2,0.1,0.2,0.0,0.5,10888.2789,0.076117
0.2,0.1,0.2,0.1,0.4,10649.5569,0.076843
0.2,0.1,0.2,0.2,0.3,10560.5721,0.068879
0.2,0.1,0.2,0.3,0.2,10620.1803,0.067851
0.2,0.1,0.2,0.4,0.1,10428.1061,0.06904
0.2,0.1,0.2,0.5,0.0,10803.5181,0.083176
0.2,0.1,0.3,0.0,0.4,10438.0821,0.07422
0.2,0.1,0.3,0.1,0.3,11113.9155,0.073764
0.2,0.1,0.3,0.2,0.2,10362.6374,0.068988
0.2,0.1,0.3,0.3,0.1,10623.8133,0.076076
0.2,0.1,0.3,0.4,0.0,10225.7111,0.067454
0.2,0.1,0.4,0.0,0.3,11121.4058,0.072042
0.2,0.1,0.4,0.1,0.2,11092.6739,0.079927
0.2,0.1,0.4,0.2,0.1,10932.8032,0.07218
0.2,0.1,0.4,0.3,0.0,10817.8278,0.0699
0.2,0.1,0.5,0.0,0.2,11196.3439,0.07762
0.2,0.1,0.5,0.1,0.1,11205.6494,0.074868
0.2,0.1,0.5,0.2,0.0,10088.0719,0.068095
0.2,0.1,0.6,0.0,0.1,10805.3427,0.07951
0.2,0.1,0.6,0.1,0.0,11111.1481,0.080233
0.2,0.1,0.7,0.0,0.0,10803.9827,0.0755
0.2,0.2,0.0,0.0,0.6,10866.7068,0.08551
0.2,0.2,0.0,0.1,0.5,10882.3555,0.081848
0.2,0.2,0.0,0.2,0.4,11386.4416,0.078144
0.2,0.2,0.0,0.3,0.3,10676.2178,0.081218
0.2,0.2,0.0,0.4,0.2,10799.8708,0.081255
0.2,0.2,0.0,0.5,0.1,10928.4219,0.081457
0.2,0.2,0.0,0.6,0.0,10626.2066,0.081812
0.2,0.2,0.1,0.0,0.5,11831.8537,0.075799
0.2,0.2,0.1,0.1,0.4,10171.8679,0.06936
0.2,0.2,0.1,0.2,0.3,10727.8319,0.074016
0.2,0.2,0.1,0.3,0.2,10634.1596,0.075492
0.2,0.2,0.1,0.4,0.1,10613.6888,0.071744
0.2,0.2,0.1,0.5,0.0,10954.1635,0.066475
0.2,0.2,0.2,0.0,0.4,10941.7786,0.08198
0.2,0.2,0.2,0.1,0.3,10177.5856,0.068959
0.2,0.2,0.2,0.2,0.2,10273.9814,0.062854
0.2,0.2,0.2,0.3,0.1,11023.9375,0.07179
0.2,0.2,0.2,0.4,0.0,11406.642,0.071313
0.2,0.2,0.3,0.0,0.3,10563.9736,0.079603
0.2,0.2,0.3,0.1,0.2,11276.187,0.072912
0.2,0.2,0.3,0.2,0.1,10668.5842,0.068804
0.2,0.2,0.3,0.3,0.0,11105.5448,0.07101
0.2,0.2,0.4,0.0,0.2,10759.8047,0.075286
0.2,0.2,0.4,0.1,0.1,10846.9305,0.067043
0.2,0.2,0.4,0.2,0.0,10637.9312,0.081617
0.2,0.2,0.5,0.0,0.1,11091.0326,0.083908
0.2,0.2,0.5,0.1,0.0,10430.585,0.063786
0.2,0.2,0.6,0.0,0.0,10589.4344,0.073531
0.2,0.3,0.0,0.0,0.5,10952.1516,0.085675
0.2,0.3,0.0,0.1,0.4,10849.5537,0.080924
0.2,0.3,0.0,0.2,0.3,10719.3947,0.081537
0.2,0.3,0.0,0.3,0.2,10759.0105,0.083287
0.2,0.3,0.0,0.4,0.1,10627.6883,0.087199
0.2,0.3,0.0,0.5,0.0,10709.9727,0.082627
0.2,0.3,0.1,0.0,0.4,11463.7041,0.078097
0.2,0.3,0.1,0.1,0.3,10850.9935,0.071909
0.2,0.3,0.1,0.2,0.2,11107.8355,0.068403
0.2,0.3,0.1,0.3,0.1,10328.1395,0.067409
0.2,0.3,0.1,0.4,0.0,11410.6144,0.070797
0.2,0.3,0.2,0.0,0.3,10202.6907,0.067984
0.2,0.3,0.2,0.1,0.2,10100.6459,0.069924
0.2,0.3,0.2,0.2,0.1,10783.6861,0.078991
0.2,0.3,0.2,0.3,0.0,10815.0667,0.068195
0.2,0.3,0.3,0.0,0.2,11402.8518,0.078102
0.2,0.3,0.3,0.1,0.1,10616.3638,0.07324
0.2,0.3,0.3,0.2,0.0,10825.4234,0.078249
0.2,0.3,0.4,0.0,0.1,10571.7912,0.082444
0.2,0.3,0.4,0.1,0.0,10557.8382,0.073877
0.2,0.3,0.5,0.0,0.0,10740.2122,0.078834
0.2,0.4,0.0,0.0,0.4,11052.3299,0.08611
0.2,0.4,0.0,0.1,0.3,10829.7013,0.082712
0.2,0.4,0.0,0.2,0.2,10706.8697,0.081785
0.2,0.4,0.0,0.3,0.1,10934.5091,0.081805
0.2,0.4,0.0,0.4,0.0,10867.6728,0.084164
0.2,0.4,0.1,0.0,0.3,9793.5912,0.066104
0.2,0.4,0.1,0.1,0.2,10461.4088,0.077361
0.2,0.4,0.1,0.2,0.1,11859.1761,0.0766
0.2,0.4,0.1,0.3,0.0,10740.1234,0.066577
0.2,0.4,0.2,0.0,0.2,10610.486,0.069103
0.2,0.4,0.2,0.1,0.1,10844.3321,0.082985
0.2,0.4,0.2,0.2,0.0,10804.3387,0.075138
0.2,0.4,0.3,0.0,0.1,10439.6088,0.069456
0.2,0.4,0.3,0.1,0.0,10833.6129,0.069043
0.2,0.4,0.4,0.0,0.0,10571.2726,0.071826
0.2,0.5,0.0,0.0,0.3,10822.1395,0.08416
0.2,0.5,0.0,0.1,0.2,10904.752,0.084031
0.2,0.5,0.0,0.2,0.1,10928.8746,0.083588
0.2,0.5,0.0,0.3,0.0,10605.5212,0.081936
0.2,0.5,0.1,0.0,0.2,10897.8819,0.077606
0.2,0.5,0.1,0.1,0.1,10481.6309,0.084196
0.2,0.5,0.1,0.2,0.0,11129.6023,0.076794
0.2,0.5,0.2,0.0,0.1,10749.8874,0.068724
0.2,0.5,0.2,0.1,0.0,11271.0689,0.082602
0.2,0.5,0.3,0.0,0.0,9967.6768,0.062336
0.2,0.6,0.0,0.0,0.2,10900.8922,0.083279
0.2,0.6,0.0,0.1,0.1,10741.5158,0.084044
0.2,0.6,0.0,0.2,0.0,10927.0725,0.079863
0.2,0.6,0.1,0.0,0.1,11123.8195,0.078624
0.2,0.6,0.1,0.1,0.0,10120.4772,0.077016
0.2,0.6,0.2,0.0,0.0,11237.7228,0.072194
0.2,0.7,0.0,0.0,0.1,10747.5305,0.084769
0.2,0.7,0.0,0.1,0.0,10655.8312,0.085549
0.2,0.7,0.1,0.0,0.0,11020.9742,0.074004
0.2,0.8,0.0,0.0,0.0,10864.839,0.082914
0.3,0.0,0.0,0.0,0.7,10774.16,0.08145
0.3,0.0,0.0,0.1,0.6,10891.0846,0.083285
0.3,0.0,0.0,0.2,0.5,10777.8829,0.080834
0.3,0.0,0.0,0.3,0.4,10772.7278,0.082869
0.3,0.0,0.0,0.4,0.3,10870.1584,0.08298
0.3,0.0,0.0,0.5,0.2,10649.2927,0.082793
0.3,0.0,0.0,0.6,0.1,11005.5641,0.084649
0.3,0.0,0.0,0.7,0.0,10642.7067,0.080184
0.3,0.0,0.1,0.0,0.6,11438.3901,0.076108
0.3,0.0,0.1,0.1,0.5,10425.3382,0.075222
0.3,0.0,0.1,0.2,0.4,11235.6142,0.073164
0.3,0.0,0.1,0.3,0.3,10866.1483,0.077428
0.3,0.0,0.1,0.4,0.2,10316.6808,0.069441
0.3,0.0,0.1,0.5,0.1,11245.7363,0.073752
0.3,0.0,0.1,0.6,0.0,10503.8751,0.068284
0.3,0.0,0.2,0.0,0.5,10109.5307,0.072209
0.3,0.0,0.2,0.1,0.4,10583.415,0.065649
0.3,0.0,0.2,0.2,0.3,10323.0325,0.06716
0.3,0.0,0.2,0.3,0.2,9826.1595,0.063047
0.3,0.0,0.2,0.4,0.1,10399.4707,0.072637
0.3,0.0,0.2,0.5,0.0,11228.427,0.069647
0.3,0.0,0.3,0.0,0.4,10486.167,0.067734
0.3,0.0,0.3,0.1,0.3,10832.1719,0.066698
0.3,0.0,0.3,0.2,0.2,10485.6271,0.070035
0.3,0.0,0.3,0.3,0.1,10908.7156,0.07348
0.3,0.0,0.3,0.4,0.0,10056.908,0.070142
0.3,0.0,0.4,0.0,0.3,10546.87,0.064097
0.3,0.0,0.4,0.1,0.2,11261.1788,0.075601
0.3,0.0,0.4,0.2,0.1,10607.3515,0.078743
0.3,0.0,0.4,0.3,0.0,10539.3302,0.067344
0.3,0.0,0.5,0.0,0.2,11473.0449,0.079531
0.3,0.0,0.5,0.1,0.1,10802.4363,0.083752
0.3,0.0,0.5,0.2,0.0,10650.2919,0.074162
0.3,0.0,0.6,0.0,0.1,10683.7447,0.075727
0.3,0.0,0.6,0.1,0.0,11136.3622,0.063985
0.3,0.0,0.7,0.0,0.0,10563.3208,0.072754
0.3,0.1,0.0,0.0,0.6,10867.4709,0.085639
0.3,0.1,0.0,0.1,0.5,10585.8024,0.082687
0.3,0.1,0.0,0.2,0.4,10887.1183,0.080417
0.3,0.1,0.0,0.3,0.3,10673.5592,0.082304
0.3,0.1,0.0,0.4,0.2,10806.2266,0.082806
0.3,0.1,0.0,0.5,0.1,10797.998,0.083354
0.3,0.1,0.0,0.6,0.0,10799.374,0.080724
0.3,0.1,0.1,0.0,0.5,10670.9316,0.065386
0.3,0.1,0.1,0.1,0.4,10571.0905,0.071296
0.3,0.1,0.1,0.2,0.3,10882.9027,0.068902
0.3,0.1,0.1,0.3,0.2,11068.7093,0.070737
0.3,0.1,0.1,0.4,0.1,10362.0736,0.068322
0.3,0.1,0.1,0.5,0.0,10792.1107,0.071399
0.3,0.1,0.2,0.0,0.4,10834.1998,0.071596
0.3,0.1,0.2,0.1,0.3,10884.8336,0.065831
0.3,0.1,0.2,0.2,0.2,10221.386,0.064711
0.3,0.1,0.2,0.3,0.1,10724.8278,0.080776
0.3,0.1,0.2,0.4,0.0,10739.9111,0.081616
0.3,0.1,0.3,0.0,0.3,9982.2904,0.069208
0.3,0.1,0.3,0.1,0.2,11235.9197,0.079117
0.3,0.1,0.3,0.2,0.1,10881.5373,0.068827
0.3,0.1,0.3,0.3,0.0,10021.4148,0.086048
0.3,0.1,0.4,0.0,0.2,10631.9142,0.069324
0.3,0.1,0.4,0.1,0.1,10484.0749,0.089229
0.3,0.1,0.4,0.2,0.0,10684.4696,0.074499
0.3,0.1,0.5,0.0,0.1,11067.5027,0.071254
0.3,0.1,0.5,0.1,0.0,10249.0362,0.066126
0.3,0.1,0.6,0.0,0.0,10760.5295,0.079678
0.3,0.2,0.0,0.0,0.5,10678.483,0.081524
0.3,0.2,0.0,0.1,0.4,10826.1676,0.083876
0.3,0.2,0.0,0.2,0.3,10710.3799,0.085369
0.3,0.2,0.0,0.3,0.2,10742.0074,0.083074
0.3,0.2,0.0,0.4,0.1,10569.8536,0.084381
0.3,0.2,0.0,0.5,0.0,10662.4449,0.082777
0.3,0.2,0.1,0.0,0.4,10568.6024,0.073762
0.3,0.2,0.1,0.1,0.3,9837.9725,0.078392
0.3,0.2,0.1,0.2,0.2,11007.1183,0.069015
0.3,0.2,0.1,0.3,0.1,10466.4335,0.069524
0.3,0.2,0.1,0.4,0.0,11065.695,0.0707
0.3,0.2,0.2,0.0,0.3,10241.7776,0.072656
0.3,0.2,0.2,0.1,0.2,10853.8649,0.077839
0.3,0.2,0.2,0.2,0.1,10875.3765,0.069287
0.3,0.2,0.2,0.3,0.0,10227.8196,0.070323
0.3,0.2,0.3,0.0,0.2,10634.1573,0.070956
0.3,0.2,0.3,0.1,0.1,10564.593,0.076389
0.3,0.2,0.3,0.2,0.0,10957.1029,0.076907
0.3,0.2,0.4,0.0,0.1,10678.369,0.070815
0.3,0.2,0.4,0.1,0.0,10436.6507,0.071494
0.3,0.2,0.5,0.0,0.0,10524.6551,0.078643
0.3,0.3,0.0,0.0,0.4,10889.9839,0.084701
0.3,0.3,0.0,0.1,0.3,10878.2868,0.081965
0.3,0.3,0.0,0.2,0.2,10649.1555,0.082596
0.3,0.3,0.0,0.3,0.1,10949.1477,0.082963
0.3,0.3,0.0,0.4,0.0,10707.788,0.082899
0.3,0.3,0.1,0.0,0.3,10898.1088,0.074636
0.3,0.3,0.1,0.1,0.2,10777.8214,0.076484
0.3,0.3,0.1,0.2,0.1,10662.2323,0.069795
0.3,0.3,0.1,0.3,0.0,10380.0047,0.073058
0.3,0.3,0.2,0.0,0.2,11248.4067,0.07728
0.3,0.3,0.2,0.1,0.1,10195.4103,0.068936
0.3,0.3,0.2,0.2,0.0,10875.7963,0.082796
0.3,0.3,0.3,0.0,0.1,10665.9522,0.08539
0.3,0.3,0.3,0.1,0.0,10965.5327,0.073426
0.3,0.3,0.4,0.0,0.0,10647.9422,0.071776
0.3,0.4,0.0,0.0,0.3,10852.2877,0.083808
0.3,0.4,0.0,0.1,0.2,10763.9904,0.083038
0.3,0.4,0.0,0.2,0.1,10764.7401,0.081468
0.3,0.4,0.0,0.3,0.0,10964.5252,0.087647
0.3,0.4,0.1,0.0,0.2,10563.3665,0.077586
0.3,0.4,0.1,0.1,0.1,10720.5714,0.073472
0.3,0.4,0.1,0.2,0.0,11052.231,0.070824
0.3,0.4,0.2,0.0,0.1,9999.2621,0.067572
0.3,0.4,0.2,0.1,0.0,11226.521,0.074826
0.3,0.4,0.3,0.0,0.0,10651.862,0.081725
0.3,0.5,0.0,0.0,0.2,10864.7186,0.084222
0.3,0.5,0.0,0.1,0.1,10864.4235,0.083152
0.3,0.5,0.0,0.2,0.0,10966.722,0.082304
0.3,0.5,0.1,0.0,0.1,11302.9127,0.077223
0.3,0.5,0.1,0.1,0.0,11420.8718,0.071394
0.3,0.5,0.2,0.0,0.0,10487.9696,0.070741
0.3,0.6,0.0,0.0,0.1,11064.6102,0.077681
0.3,0.6,0.0,0.1,0.0,10926.1938,0.084469
0.3,0.6,0.1,0.0,0.0,10923.1707,0.068185
0.3,0.7,0.0,0.0,0.0,10794.2052,0.084411
0.4,0.0,0.0,0.0,0.6,10697.0314,0.081416
0.4,0.0,0.0,0.1,0.5,10470.9816,0.081288
0.4,0.0,0.0,0.2,0.4,10842.452,0.082457
0.4,0.0,0.0,0.3,0.3,10791.2605,0.084116
0.4,0.0,0.0,0.4,0.2,10833.1024,0.081287
0.4,0.0,0.0,0.5,0.1,10614.8357,0.083237
0.4,0.0,0.0,0.6,0.0,10898.4817,0.081017
0.4,0.0,0.1,0.0,0.5,11181.8637,0.075024
0.4,0.0,0.1,0.1,0.4,11146.0888,0.079697
0.4,0.0,0.1,0.2,0.3,11028.836,0.072103
0.4,0.0,0.1,0.3,0.2,10316.7032,0.068898
0.4,0.0,0.1,0.4,0.1,10544.0475,0.070714
0.4,0.0,0.1,0.5,0.0,10696.1481,0.077525
0.4,0.0,0.2,0.0,0.4,10737.3257,0.082904
0.4,0.0,0.2,0.1,0.3,8785.1345,0.074796
0.4,0.0,0.2,0.2,0.2,10244.937,0.071675
0.4,0.0,0.2,0.3,0.1,10268.3373,0.071554
0.4,0.0,0.2,0.4,0.0,11345.0357,0.065735
0.4,0.0,0.3,0.0,0.3,11205.9684,0.070438
0.4,0.0,0.3,0.1,0.2,10737.8226,0.082198
0.4,0.0,0.3,0.2,0.1,10243.4814,0.06594
0.4,0.0,0.3,0.3,0.0,10663.0987,0.071798
0.4,0.0,0.4,0.0,0.2,11044.398,0.072773
0.4,0.0,0.4,0.1,0.1,10635.3901,0.079147
0.4,0.0,0.4,0.2,0.0,10705.1344,0.071392
0.4,0.0,0.5,0.0,0.1,10664.2858,0.071554
0.4,0.0,0.5,0.1,0.0,11032.1357,0.077545
0.4,0.0,0.6,0.0,0.0,10512.7842,0.06693
0.4,0.1,0.0,0.0,0.5,10878.972,0.081129
0.4,0.1,0.0,0.1,0.4,10879.3815,0.083234
0.4,0.1,0.0,0.2,0.3,10799.8067,0.081149
0.4,0.1,0.0,0.3,0.2,10839.1531,0.082502
0.4,0.1,0.0,0.4,0.1,10734.0156,0.082059
0.4,0.1,0.0,0.5,0.0,10794.7657,0.081801
0.4,0.1,0.1,0.0,0.4,10636.923,0.071595
0.4,0.1,0.1,0.1,0.3,10929.4515,0.073675
0.4,0.1,0.1,0.2,0.2,10619.3446,0.066687
0.4,0.1,0.1,0.3,0.1,10874.4977,0.0815
0.4,0.1,0.1,0.4,0.0,10554.4361,0.078582
0.4,0.1,0.2,0.0,0.3,10879.017,0.079326
0.4,0.1,0.2,0.1,0.2,11347.792,0.074705
0.4,0.1,0.2,0.2,0.1,10246.7258,0.06517
0.4,0.1,0.2,0.3,0.0,10398.8565,0.064583
0.4,0.1,0.3,0.0,0.2,10767.2993,0.068406
0.4,0.1,0.3,0.1,0.1,10557.7211,0.078688
0.4,0.1,0.3,0.2,0.0,10038.147,0.068397
0.4,0.1,0.4,0.0,0.1,10558.4223,0.076982
0.4,0.1,0.4,0.1,0.0,10167.0993,0.085475
0.4,0.1,0.5,0.0,0.0,11044.2261,0.080779
0.4,0.2,0.0,0.0,0.4,10815.4106,0.082482
0.4,0.2,0.0,0.1,0.3,10772.9866,0.084289
0.4,0.2,0.0,0.2,0.2,10807.6877,0.081912
0.4,0.2,0.0,0.3,0.1,10749.9394,0.082302
0.4,0.2,0.0,0.4,0.0,10727.0033,0.082741
0.4,0.2,0.1,0.0,0.3,10466.5792,0.069133
0.4,0.2,0.1,0.1,0.2,10625.3711,0.080547
0.4,0.2,0.1,0.2,0.1,10956.1378,0.079361
0.4,0.2,0.1,0.3,0.0,10758.5348,0.079545
0.4,0.2,0.2,0.0,0.2,10728.1024,0.065533
0.4,0.2,0.2,0.1,0.1,10565.9983,0.071185
0.4,0.2,0.2,0.2,0.0,10741.5366,0.069477
0.4,0.2,0.3,0.0,0.1,10966.692,0.076632
0.4,0.2,0.3,0.1,0.0,11262.4522,0.071004
0.4,0.2,0.4,0.0,0.0,10644.7821,0.06988
0.4,0.3,0.0,0.0,0.3,10703.6768,0.084051
0.4,0.3,0.0,0.1,0.2,10804.9785,0.084643
0.4,0.3,0.0,0.2,0.1,10868.4488,0.081645
0.4,0.3,0.0,0.3,0.0,10789.0007,0.082911
0.4,0.3,0.1,0.0,0.2,10368.3577,0.077321
0.4,0.3,0.1,0.1,0.1,10932.6107,0.069604
0.4,0.3,0.1,0.2,0.0,10766.635,0.06963
0.4,0.3,0.2,0.0,0.1,10989.7622,0.077239
0.4,0.3,0.2,0.1,0.0,10937.5157,0.073853
0.4,0.3,0.3,0.0,0.0,10927.8654,0.075286
0.4,0.4,0.0,0.0,0.2,10761.0841,0.085207
0.4,0.4,0.0,0.1,0.1,10786.8582,0.082974
0.4,0.4,0.0,0.2,0.0,10875.7431,0.081196
0.4,0.4,0.1,0.0,0.1,10412.4908,0.080735
0.4,0.4,0.1,0.1,0.0,10723.6191,0.075804
0.4,0.4,0.2,0.0,0.0,11230.8028,0.076368
0.4,0.5,0.0,0.0,0.1,10915.9557,0.082073
0.4,0.5,0.0,0.1,0.0,10820.7203,0.081009
0.4,0.5,0.1,0.0,0.0,10197.2297,0.068767
0.4,0.6,0.0,0.0,0.0,10846.0317,0.083821
0.5,0.0,0.0,0.0,0.5,10865.0645,0.08162
0.5,0.0,0.0,0.1,0.4,10846.4975,0.080929
0.5,0.0,0.0,0.2,0.3,10565.6791,0.081156
0.5,0.0,0.0,0.3,0.2,11580.5184,0.077297
0.5,0.0,0.0,0.4,0.1,10729.9891,0.083203
0.5,0.0,0.0,0.5,0.0,10710.1665,0.082213
0.5,0.0,0.1,0.0,0.4,11092.5877,0.07247
0.5,0.0,0.1,0.1,0.3,10966.1652,0.069385
0.5,0.0,0.1,0.2,0.2,10720.8725,0.074108
0.5,0.0,0.1,0.3,0.1,11332.8278,0.077848
0.5,0.0,0.1,0.4,0.0,10006.7405,0.061976
0.5,0.0,0.2,0.0,0.3,11091.0314,0.069812
0.5,0.0,0.2,0.1,0.2,10246.9568,0.076208
0.5,0.0,0.2,0.2,0.1,10350.7379,0.076911
0.5,0.0,0.2,0.3,0.0,10794.8764,0.077076
0.5,0.0,0.3,0.0,0.2,10580.5517,0.079256
0.5,0.0,0.3,0.1,0.1,10844.7496,0.077787
0.5,0.0,0.3,0.2,0.0,10195.5299,0.068177
