variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,n_runs
100,36.543809,0.357517,0.204102,0.000000,1.000000,0.000000,30
1000,364.536210,0.929904,0.204102,0.000000,1.000000,0.000000,30
10000,3660.831989,10.950938,0.204102,0.000000,1.000000,0.000000,30
100000,36209.343003,328.486929,0.204102,0.000000,1.000000,0.000000,30
