scheme,experiment,variable_value,run_id,primary_metric,secondary_metric_1,secondary_metric_2,status
thingom_pq_abse,exp3,5,1,148235,25,5,ok
thingom_pq_abse,exp3,5,2,147879,25,5,ok
thingom_pq_abse,exp3,5,3,149201,25,5,ok
thingom_pq_abse,exp3,5,4,148357,25,5,ok
thingom_pq_abse,exp3,5,5,148381,25,5,ok
thingom_pq_abse,exp3,5,6,148078,25,5,ok
thingom_pq_abse,exp3,5,7,148197,25,5,ok
thingom_pq_abse,exp3,5,8,148305,25,5,ok
thingom_pq_abse,exp3,5,9,148573,25,5,ok
thingom_pq_abse,exp3,5,10,149008,25,5,ok
thingom_pq_abse,exp3,5,11,149338,25,5,ok
thingom_pq_abse,exp3,5,12,148741,25,5,ok
thingom_pq_abse,exp3,5,13,148077,25,5,ok
thingom_pq_abse,exp3,5,14,148511,25,5,ok
thingom_pq_abse,exp3,5,15,148494,25,5,ok
thingom_pq_abse,exp3,5,16,148745,25,5,ok
thingom_pq_abse,exp3,5,17,147950,25,5,ok
thingom_pq_abse,exp3,5,18,149038,25,5,ok
thingom_pq_abse,exp3,5,19,148536,25,5,ok
thingom_pq_abse,exp3,5,20,148065,25,5,ok
thingom_pq_abse,exp3,5,21,148763,25,5,ok
thingom_pq_abse,exp3,5,22,148015,25,5,ok
thingom_pq_abse,exp3,5,23,148187,25,5,ok
thingom_pq_abse,exp3,5,24,149070,25,5,ok
thingom_pq_abse,exp3,5,25,148313,25,5,ok
thingom_pq_abse,exp3,5,26,148348,25,5,ok
thingom_pq_abse,exp3,5,27,148826,25,5,ok
thingom_pq_abse,exp3,5,28,148921,25,5,ok
thingom_pq_abse,exp3,5,29,148114,25,5,ok
thingom_pq_abse,exp3,5,30,148815,25,5,ok
