variable_value,primary_mean,primary_ci95,trapdoors_issued_mean,trapdoors_issued_ci95,cross_node_msgs_mean,cross_node_msgs_ci95,results_returned_mean,results_returned_ci95,n_runs
5,8.390875,0.580995,5.0,0.0,0.0,0.0,7.0,7.016692,30
