variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,secondary_3_mean,secondary_3_ci95,secondary_4_mean,secondary_4_ci95,n_runs
0.1,0.711068,0.006995,4.000000,0.000000,24.000000,0.000000,14.062500,0.000000,4.000000,0.000000,10
0.25,1.731164,0.018388,10.000000,0.000000,60.000000,0.000000,35.156250,0.000000,4.000000,0.000000,10
0.5,3.426745,0.008202,20.000000,0.000000,120.000000,0.000000,70.039062,0.000000,4.000000,0.000000,10
0.75,5.135740,0.031384,30.000000,0.000000,180.000000,0.000000,105.468750,0.000000,4.000000,0.000000,10
1.0,6.818824,0.010870,40.000000,0.000000,240.000000,0.000000,140.351562,0.000000,4.000000,0.000000,10
