variable_value,primary_mean,primary_ci95,trapdoors_issued_mean,trapdoors_issued_ci95,cross_node_messages_mean,cross_node_messages_ci95,n_runs
6,44.610012,31.35663,6.0,0.0,0.0,0.0,30
