variable_value,primary_mean,primary_ci95,secondary_1_mean,secondary_1_ci95,secondary_2_mean,secondary_2_ci95,n_runs
100,1517.349999,47.383482,3.768973,0.792720,0.000000,0.000000,10
500,2627.977044,71.915659,2.105541,0.356135,0.000000,0.000000,10
1000,2912.188019,119.612256,1.846332,0.249633,0.000000,0.000000,10
2500,3176.555725,93.326556,1.707932,0.101138,0.000000,0.000000,10
5000,3018.272954,249.079024,1.603172,0.135689,0.000000,0.000000,10
10000,2952.610798,136.132280,1.517112,0.054543,0.000000,0.000000,10
